iTitleList,cNum,cTitle,mean,links,median,itemCount,priceList
"[['dynasty', 'warriors', '5'], ['dynasty', 'warriors', '5'], ['dynasty', 'warriors', '5'], ['dynasty', 'warriors', '4', 'empires'], ['dynasty', 'warriors', '5', 'empires'], ['dynasty', 'warriors', '5', 'empires'], ['dynasty', 'warriors', '5']]",181,"['dynasty', 'warriors', '5', '4', 'empires']",10.692857142857141,"['https://www.huuto.net/kohteet/dynasty-warriors-5-ps2/524682753', 'https://www.huuto.net/kohteet/dynasty-warriors-5-ps2/525781348', 'https://www.huuto.net/kohteet/dynasty-warriors-5-ps2/525744161', 'https://www.huuto.net/kohteet/dynasty-warriors-4-empires--ps2/524066538', 'https://www.huuto.net/kohteet/dynasty-warriors-5-empires-ps2-peli/524570937', 'https://www.huuto.net/kohteet/dynasty-warriors-5-empires-ps2/525557914', 'https://www.huuto.net/kohteet/dynasty-warriors-5-ps2-uudenveroinen/526332667']",9.95,7,[15.    9.95 13.    5.    6.9  20.    5.  ]
"[['disney', 's', 'peter', 'pan', 'legend', 'neverland'], ['ps', '2', 'disney', 's', 'peter', 'pan', 'legend', 'never', 'land', 'pal']]",182,"['disney', 's', 'peter', 'pan', 'legend', 'neverland', 'ps', '2', 'never', 'land', 'pal']",3.5,"['https://www.huuto.net/kohteet/disneys-peter-pan---legend-of-neverland-ps2/523691782', 'https://www.huuto.net/kohteet/ps-2-disneys-peter-pan-the-legend-of-never-land-cib-pal/525896160']",3.5,2,[4. 3.]
"[['socom', '3', 'u', 's', 'navy', 'seals'], ['socom', '3', 'u', 's', 'navy', 'seals'], ['socom', '3', 'u', 's', 'navy', 'seals'], ['socom', '3', 'u', 's', 'navy', 'seals', 'combine', 'assault'], ['socom', '3', 'u', 's', 'navy', 'seals', 'platinum'], ['socom', '3', 'u', 's', 'navy', 'seals'], ['socom', '3', 'u', 's', 'navy', 'seals', 'platinum', '10724'], ['ps', '2', 'socom', '3', 'u', 's', 'navy', 'seals', 'pal']]",183,"['socom', '3', 'u', 's', 'navy', 'seals', 'combine', 'assault', 'platinum', '10724', 'ps', '2', 'pal']",5.25,"['https://www.huuto.net/kohteet/socom-3-us-navy-seals-ps2-suomijulkaisu/521246804', 'https://www.huuto.net/kohteet/socom-3---us-navy-seals---ps2/521960191', 'https://www.huuto.net/kohteet/ps2-socom-3---us-navy-seals-uudenveroinen/522681716', 'https://www.huuto.net/kohteet/ps2-socom-3---us-navy-seals---combine-assault/522681684', 'https://www.huuto.net/kohteet/ps2-socom-3---us-navy-seals-platinum/525199281', 'https://www.huuto.net/kohteet/ps2--socom-3-us-navy-seals/526181762', 'https://www.huuto.net/kohteet/socom-3-us-navy-seals--platinum---ps2--10724/526208789', 'https://www.huuto.net/kohteet/ps-2-socom-3-us-navy-seals-cib-pal-ei-hv/526334024']",5.0,8,[8. 5. 5. 5. 5. 5. 5. 4.]
"[['dragon', 'ball', 'z', 'budokai', '3'], ['dragon', 'ball', 'z', 'budokai', '3'], ['dragon', 'ball', 'z', 'budokai', '3'], ['ps', '2', 'dragon', 'ball', 'z', 'budokai', '3', 'b', 'pal'], ['dragon', 'ball', 'z', 'budokai', '3'], ['dragon', 'ball', 'z', 'budokai', '3']]",184,"['dragon', 'ball', 'z', 'budokai', '3', 'ps', '2', 'b', 'pal']",7.0,"['https://www.huuto.net/kohteet/dragon-ball-z---budokai-3-ps2/520180089', 'https://www.huuto.net/kohteet/dragon-ball-z---budokai-3-ps2/523634149', 'https://www.huuto.net/kohteet/ps2---dragon-ball-z-budokai-3/526228773', 'https://www.huuto.net/kohteet/ps-2-dragon-ball-z-budokai-3-b-pal/525786201', 'https://www.huuto.net/kohteet/ps2-peli-dragon-ball-z-budokai-3/524933121', 'https://www.huuto.net/kohteet/dragon-ball-z---budokai-3-ps2/525864868']",8.0,6,[8. 8. 9. 3. 6. 8.]
"[['brothers', 'arms', 'road', 'hill', '30'], ['brothers', 'arms', 'road', 'hill', '30', 'kartta'], ['brothers', 'arms', 'road', 'hill', '30'], ['brothers', 'arms', 'road', 'hill', '30'], ['brothers', 'arms', 'road', 'hill', '30', 'platinum'], ['brothers', 'arms', 'road', 'hill', '30'], ['ps', '2', 'brothers', 'arms', 'road', 'hill', '30', 'pal'], ['brothers', 'arms', 'road', 'hill', '30', 'platinum', '12197'], ['brothers', 'arms', 'road', 'hill', '30'], ['brothers', 'arms', 'road', 'hill', '30'], ['brothers', 'arms', 'road', 'hill', '30']]",185,"['brothers', 'arms', 'road', 'hill', '30', 'kartta', 'platinum', 'ps', '2', 'pal', '12197']",4.199999999999999,"['https://www.huuto.net/kohteet/brothers-in-arms-road-to-hill-30-ps2-ale--40/521607339', 'https://www.huuto.net/kohteet/brothers-in-arms-road-to-hill-30-ps2--kartta/521617280', 'https://www.huuto.net/kohteet/brothers-in-arms-road-to-hill-30-ps2-ale--40/521058793', 'https://www.huuto.net/kohteet/ps2-brothers-in-arms---road-to-hill-30/525199661', 'https://www.huuto.net/kohteet/ps2-brothers-in-arms---road-to-hill-30-platinum/522684112', 'https://www.huuto.net/kohteet/ps2-brothers-in-arms---road-to-hill-30/525200011', 'https://www.huuto.net/kohteet/ps-2-brothers-in-arms-road-to-hill-30-cib-pal-ei-hv/525511222', 'https://www.huuto.net/kohteet/brothers-in-arms-road-to-hill-30-platinum----ps2--12197/523209858', 'https://www.huuto.net/kohteet/brothers-in-arms-road-to-hill-30-ps2/526245219', 'https://www.huuto.net/kohteet/brothers-in-arms---road-to-hill-30/525933387', 'https://www.huuto.net/kohteet/brothers-in-arms-road-to-hill-30-ps2/523869399']",4.0,11,[2.95 8.   2.95 5.   5.   4.5  4.   5.   3.8  3.   2.  ]
"[['def', 'jam', 'fight', 'ny'], ['def', 'jam', 'fight', 'ny', '338'], ['def', 'jam', 'fight', 'ny'], ['def', 'jam', 'fight', 'ny', 'suomiversio']]",186,"['def', 'jam', 'fight', 'ny', '338', 'suomiversio']",15.5,"['https://www.huuto.net/kohteet/def-jam-fight-for-ny---ps2/525539829', 'https://www.huuto.net/kohteet/def-jam-fight-for-ny---ps2-338/522756413', 'https://www.huuto.net/kohteet/def-jam-fight-for-ny-ps2/525622384', 'https://www.huuto.net/kohteet/def-jam-fight-for-nysuomiversio--ps2/522917236']",14.5,4,[14. 13. 20. 15.]
"[['project', 'snowblind'], ['project', 'snowblind', 'pal', 'mib', 'kuin'], ['project', 'snowblind'], ['project', 'snowblind']]",187,"['project', 'snowblind', 'pal', 'mib', 'kuin']",9.625,"['https://www.huuto.net/kohteet/project---snowblind-ps2/521597726', 'https://www.huuto.net/kohteet/-project-snowblind-ps2-pal-mib-kuin-uusi-lue-kuvaus/525405006', 'https://www.huuto.net/kohteet/project-snowblind-ps2/525790007', 'https://www.huuto.net/kohteet/project-snowblind-ps2/526023318']",9.0,4,[ 8.  14.5 10.   6. ]
"[['eyetoy', 'play', '3'], ['eyetoy', 'play', '3'], ['eyetoy', 'play', '3'], ['eyetoy', 'play', '3', 'platinum', '4761'], ['eyetoy', 'play', '3'], ['eyetoy', 'play', '3'], ['eyetoy', 'play', '3']]",188,"['eyetoy', 'play', '3', 'platinum', '4761']",2.335714285714286,"['https://www.huuto.net/kohteet/eyetoy-play-3-ps2-suomijulkaisu/521215346', 'https://www.huuto.net/kohteet/eyetoy-play-3-ps2--40/524416996', 'https://www.huuto.net/kohteet/eyetoy-play-3/524694995', 'https://www.huuto.net/kohteet/eyetoy--play-3--platinum--ps2-4761/523009526', 'https://www.huuto.net/kohteet/ps2-eyetoy-play-3/520889547', 'https://www.huuto.net/kohteet/ps2-peli-eyetoy-play-3/525826627', 'https://www.huuto.net/kohteet/eyetoy-play-3-ps2/525685011']",2.8,7,[3.   3.55 2.   3.5  1.   0.5  2.8 ]
"[['2006', 'fifa', 'world', 'cup'], ['2006', 'fifa', 'world', 'cup'], ['2006', 'fifa', 'world', 'cup', 'germany'], ['2006', 'fifa', 'world', 'cup'], ['2002', 'fifa', 'world', 'cup', '9479'], ['fifa', 'world', 'cup', '2002']]",189,"['2006', 'fifa', 'world', 'cup', 'germany', '2002', '9479']",2.75,"['https://www.huuto.net/kohteet/ps2-2006-fifa-world-cup/520665769', 'https://www.huuto.net/kohteet/ps2-2006-fifa-world-cup/526269139', 'https://www.huuto.net/kohteet/ps2-2006-fifa-world-cup-germany/525199117', 'https://www.huuto.net/kohteet/2006-fifa-world-cup-ps2-suomijulkaisu/524117930', 'https://www.huuto.net/kohteet/2002-fifa-world-cup---ps2--9479/521149506', 'https://www.huuto.net/kohteet/ps2--peli-fifa-world-cup-2002/526116510']",3.0,6,[1.  3.  4.  3.  3.5 2. ]
"[['ps', '2', 'came', 'from', 'skies', 'pk', 't'], ['came', 'from', 'skies'], ['came', 'from', 'skies'], ['came', 'from', 'skies', 'playstation', '2']]",190,"['ps', '2', 'came', 'from', 'skies', 'pk', 't', 'playstation']",9.065,"['https://www.huuto.net/kohteet/ps-2-peli-they-came-from-the-skies-sispkt/523933678', 'https://www.huuto.net/kohteet/they-came-from-the-skies-ps2/524009598', 'https://www.huuto.net/kohteet/ps2-they-came-from-the-skies-sispostikulut/523045720', 'https://www.huuto.net/kohteet/they-came-from-the-skies-playstation-2--peli/525353046']",9.18,4,[9.9  8.   8.9  9.46]
"[['nhl', '06', 'playstation', '2'], ['nhl', '06', 'playstation', '2', 'pal'], ['fifa', '06', 'playstation', '2', 'pal'], ['madden', 'nfl', '06', 'playstation', '2', 'pal']]",191,"['nhl', '06', 'playstation', '2', 'pal', 'fifa', 'madden', 'nfl']",3.25,"['https://www.huuto.net/kohteet/nhl-06-playstation-2/523839993', 'https://www.huuto.net/kohteet/nhl-06-playstation-2-pal/526260035', 'https://www.huuto.net/kohteet/fifa-06-playstation-2-pal/526260347', 'https://www.huuto.net/kohteet/madden-nfl-06-playstation-2-pal/526317105']",3.0,4,[4. 3. 3. 3.]
"[['shrek', 'smash', 'n', 'crash', 'racing'], ['shrek', 'smashn', 'crash', 'racing']]",192,"['shrek', 'smash', 'n', 'crash', 'racing', 'smashn']",4.0,"['https://www.huuto.net/kohteet/shrek-smash-n-crash-racing---ps2/525142662', 'https://www.huuto.net/kohteet/shrek-smashn-crash-racing-ps2-peli/524909063']",4.0,2,[3.5 4.5]
"[['red', 'faction'], ['red', 'faction', '121'], ['playstation', '2', 'red', 'faction', '2'], ['o', 'red', 'faction', '2'], ['red', 'faction'], ['red', 'faction'], ['red', 'faction', '2'], ['red', 'faction']]",193,"['red', 'faction', '121', 'playstation', '2', 'o']",5.8125,"['https://www.huuto.net/kohteet/red-faction---ps2/525130064', 'https://www.huuto.net/kohteet/red-faction---cib---ps2-121/523760400', 'https://www.huuto.net/kohteet/playstation-2-red-faction-2/525539260', 'https://www.huuto.net/kohteet/o-red-faction-2-ps2/525625858', 'https://www.huuto.net/kohteet/red-faction-ps2/526066775', 'https://www.huuto.net/kohteet/red-faction-ps2/526349503', 'https://www.huuto.net/kohteet/red-faction-2/526349482', 'https://www.huuto.net/kohteet/red-faction-ps2/525687702']",5.9,8,[ 2.5  7.   1.  14.2  8.   4.8  2.   7. ]
"[['donald', 'duck', 'quack', 'attack'], ['disney', 's', 'donald', 'duck', 'quack', 'attack', 'avaamaton'], ['disney', 's', 'donald', 'duck', 'quack', 'attack'], ['donald', 'duck', 'quack', 'attack']]",194,"['donald', 'duck', 'quack', 'attack', 'disney', 's', 'avaamaton']",11.325,"['https://www.huuto.net/kohteet/donald-duck-quack-attack---ps2/526184418', 'https://www.huuto.net/kohteet/ps2--disneys-donald-duck-quack-attack--avaamaton/523158813', 'https://www.huuto.net/kohteet/disneys-donald-duck-quack-attack-ps2/525728386', 'https://www.huuto.net/kohteet/donald-duck-quack-attack-ps2/525614707']",11.25,4,[ 7.5 19.  15.   3.8]
"[['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof', 'platinum'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof'], ['ps', '2', '50', 'cent', 'bulletproof', 'b', 'pal'], ['50', 'cent', 'bulletproof'], ['50', 'cent', 'bulletproof']]",195,"['50', 'cent', 'bulletproof', 'platinum', 'ps', '2', 'b', 'pal']",4.484615384615385,"['https://www.huuto.net/kohteet/50-cent-bulletproof-ps2-ale--40/521059475', 'https://www.huuto.net/kohteet/50-cent---bulletproof-ps2/521819212', 'https://www.huuto.net/kohteet/50-cent---bulletproof-ps2/524152576', 'https://www.huuto.net/kohteet/50-cent---bulletproof-ps2/524713970', 'https://www.huuto.net/kohteet/ps2-50-cent-bulletproof-platinumuudenveroinen/523025639', 'https://www.huuto.net/kohteet/50-cent-bulletproof-ps2-ale--40/521058546', 'https://www.huuto.net/kohteet/50-cent-bulletproof-ps2-ale--40/521058963', 'https://www.huuto.net/kohteet/50-cent-bulletproof-ps2/525614086', 'https://www.huuto.net/kohteet/50-cent-bulletproof---ps2/525740537', 'https://www.huuto.net/kohteet/50-cent-bulletproof-ps2-ale--40/521611991', 'https://www.huuto.net/kohteet/ps-2-50-cent-bulletproof-b-pal-ei-hv/526335473', 'https://www.huuto.net/kohteet/ps2-sis-ohjeet-50-cent-bulletproof/523961072', 'https://www.huuto.net/kohteet/50-cent-bulletproof-ps2/525622210']",3.35,13,[2.35 8.   8.   8.   5.5  3.35 2.95 1.8  4.   2.35 3.   2.   7.  ]
"[['total', 'club', 'manager', '2005'], ['total', 'club', 'manager', '2005'], ['total', 'club', 'manager', '2004'], ['ps', '2', 'total', 'club', 'manager', '2004', 'pal']]",196,"['total', 'club', 'manager', '2005', '2004', 'ps', '2', 'pal']",2.25,"['https://www.huuto.net/kohteet/ps2-total-club-manager-2005/523716075', 'https://www.huuto.net/kohteet/total-club-manager-2005-ps2/523600876', 'https://www.huuto.net/kohteet/total-club-manager-2004-ps2/526114726', 'https://www.huuto.net/kohteet/ps-2-total-club-manager-2004-cib-pal-ei-hv/525545928']",2.5,4,[2. 3. 1. 3.]
"[['nhl', '2k6', 'xbox', '360'], ['ps', '2', 'nhl', '2k6', 'b', 'pal'], ['nhl', '2k6'], ['nhl', '2k6']]",197,"['nhl', '2k6', 'xbox', '360', 'ps', '2', 'b', 'pal']",2.6875,"['https://www.huuto.net/kohteet/nhl-2k6-xbox-360--40/525327383', 'https://www.huuto.net/kohteet/ps-2-nhl-2k6-b-pal-ei-hv/525937556', 'https://www.huuto.net/kohteet/nhl-2k6-ps2/525828329', 'https://www.huuto.net/kohteet/nhl-2k6/526030852']",2.475,4,[2.95 2.   4.8  1.  ]
"[['star', 'trek', '–', 'encounters'], ['star', 'trek', 'encounters', 'ps', '2'], ['star', 'trek', 'encounters']]",198,"['star', 'trek', '–', 'encounters', 'ps', '2']",7.5,"['https://www.huuto.net/kohteet/star-trek--encounters/524762289', 'https://www.huuto.net/kohteet/star-trek-encounters------ps-2/525690628', 'https://www.huuto.net/kohteet/star-trek-encounters-ps2/525895505']",9.0,3,[ 9.   3.5 10. ]
"[['persona', '3', 'pal', 'sealed'], ['shin', 'megami', 'tensei', 'persona', '3', 'pal'], ['persona', '3', 'fes']]",199,"['persona', '3', 'pal', 'sealed', 'shin', 'megami', 'tensei', 'fes']",144.63333333333333,"['https://www.huuto.net/kohteet/persona-3-ps2-pal-sealed-uusi/526316228', 'https://www.huuto.net/kohteet/shin-megami-tensei--persona-3-ps2-pal-cib/522454028', 'https://www.huuto.net/kohteet/persona-3-fes-ps2/525787212']",149.0,3,[199.9  85.  149. ]
"[['hot', 'shots', 'golf', 'fore', 'eurooppa', 'erilainen', 'versio'], ['hot', 'shots', 'golf', 'fore', 'playstation', '2', 'ntsc']]",200,"['hot', 'shots', 'golf', 'fore', 'eurooppa', 'erilainen', 'versio', 'playstation', '2', 'ntsc']",8.5,"['https://www.huuto.net/kohteet/hot-shots-golf-fore---ps2---ei-eurooppa-erilainen-versio/523611397', 'https://www.huuto.net/kohteet/hot-shots-golf-fore-playstation-2-ntsc/526317311']",8.5,2,[ 2. 15.]
"[['g', 'i', 'joe', 'rise', 'gobra', 'huippu'], ['g', 'i', 'joe', 'rise', 'cobra'], ['g', 'i', 'joe', 'rise', 'cobra'], ['g', 'i', 'joe', 'rise', 'cobra']]",201,"['g', 'i', 'joe', 'rise', 'gobra', 'huippu', 'cobra']",6.0875,"['https://www.huuto.net/kohteet/gijoe---the-rise-of-gobra-ps2-cib-huippu-kunto/523869467', 'https://www.huuto.net/kohteet/gi-joe---the-rise-of-cobra-ps2-peli-ale/525352569', 'https://www.huuto.net/kohteet/ps2-gi-joe---the-rise-of-cobra/522627028', 'https://www.huuto.net/kohteet/gi-joe---the-rise-of-cobra-ps2/526068277']",5.15,4,[ 3.   11.05  5.5   4.8 ]
"[['midnight', 'club', '3', 'dub', 'edition', 'remix'], ['midnight', 'club', '3', 'dub', 'edition'], ['midnight', 'club', '3', 'dub', 'edition', 'remix'], ['midnight', 'club', '3', 'dub', 'edition', 'remix'], ['midnight', 'club', '3', 'dub', 'edition', 'remix'], ['midnight', 'club', '3', 'dub', 'edition'], ['midnight', 'club', '3', 'dub', 'edition', 'remix'], ['midnight', 'club', '3', 'dub', 'edition'], ['midnight', 'club', '3', 'dub', 'edition'], ['midnight', 'club', '3', 'dub', 'edition', 'remix']]",202,"['midnight', 'club', '3', 'dub', 'edition', 'remix']",5.18,"['https://www.huuto.net/kohteet/midnight-club-3-dub-edition-remix-ps2/524305195', 'https://www.huuto.net/kohteet/midnight-club-3-dub-edition-ps2/524750474', 'https://www.huuto.net/kohteet/midnight-club-3-dub-edition-remix-ps2/524561332', 'https://www.huuto.net/kohteet/midnight-club-3-dub-edition-remix-ps2/525130225', 'https://www.huuto.net/kohteet/ps2-midnight-club-3-dub-edition-remix-cib/524999425', 'https://www.huuto.net/kohteet/midnight-club-3-dub-edition---ps2/525541172', 'https://www.huuto.net/kohteet/midnight-club-3--dub-edition--remix-ps2/525562069', 'https://www.huuto.net/kohteet/midnight-club-3-dub-edition-ps2/525744168', 'https://www.huuto.net/kohteet/midnight-club-3-dub-edition-ps2/523755935', 'https://www.huuto.net/kohteet/midnight-club-3-dub-edition-remix-ps2/526313470']",5.0,10,[5.  5.  5.  5.  5.  4.  6.8 5.  5.  6. ]
"[['nhl', '08'], ['nhl', '08', 'playstation', '2'], ['nhl', '08'], ['nhl', '08'], ['nhl', '08'], ['ps', '2', 'nhl', '08', 'pal'], ['nhl', '08'], ['nhl', '08', '481']]",203,"['nhl', '08', 'playstation', '2', 'ps', 'pal', '481']",5.6,"['https://www.huuto.net/kohteet/nhl-08-ps2-suomijulkaisu/525068375', 'https://www.huuto.net/kohteet/nhl-08-playstation-2/523841152', 'https://www.huuto.net/kohteet/nhl-08-ps2-suomijulkaisu/523971296', 'https://www.huuto.net/kohteet/nhl-08-ps2-suomijulkaisu/525285534', 'https://www.huuto.net/kohteet/nhl-08-ps2-suomijulkaisu/521294109', 'https://www.huuto.net/kohteet/ps-2-nhl-08-cib-pal/526242577', 'https://www.huuto.net/kohteet/nhl-08-ps2-suomi/525678150', 'https://www.huuto.net/kohteet/nhl-08---cib---ps2-481/526372367']",6.5,8,[7.  6.  7.  7.  7.  2.  5.8 3. ]
"[['ps', '2', 'disney', 's', 'dinosaur', 'pal'], ['disney', 's', 'dinosaur', 'playstation', '2', 'pal']]",204,"['ps', '2', 'disney', 's', 'dinosaur', 'pal', 'playstation']",7.5,"['https://www.huuto.net/kohteet/ps-2-disneys-dinosaur-cib-pal-ei-hv/525778714', 'https://www.huuto.net/kohteet/disneys-dinosaur-ps2-playstation-2-pal/526259196']",7.5,2,[ 5. 10.]
"[['viewtiful', 'joe'], ['viewtiful', 'joe', '2'], ['viewtiful', 'joe', '2'], ['viewtiful', 'joe'], ['viewtiful', 'joe'], ['viewtiful', 'joe', '2'], ['viewtiful', 'joe', '441'], ['viewtiful', 'joe', '2'], ['viewtiful', 'joe'], ['viewtiful', 'joe'], ['viewtiful', 'joe'], ['viewtiful', 'joe'], ['viewtiful', 'joe']]",205,"['viewtiful', 'joe', '2', '441']",13.669230769230769,"['https://www.huuto.net/kohteet/viewtiful-joe-ps2-suomijulkaisu/524407575', 'https://www.huuto.net/kohteet/viewtiful-joe-2-ps2-suomijulkaisu/524407530', 'https://www.huuto.net/kohteet/viewtiful-joe-2--ps2/523982508', 'https://www.huuto.net/kohteet/viewtiful-joe-ps2-suomijulkaisu/523971327', 'https://www.huuto.net/kohteet/viewtiful-joe---ps2/525427359', 'https://www.huuto.net/kohteet/viewtiful-joe-2---ps2/525537129', 'https://www.huuto.net/kohteet/viewtiful-joe---cib---ps2-441/519791122', 'https://www.huuto.net/kohteet/viewtiful-joe-2--ps2/525897865', 'https://www.huuto.net/kohteet/viewtiful-joe-ps2/526156317', 'https://www.huuto.net/kohteet/viewtiful-joe-ps2-suomijulkaisu/519832808', 'https://www.huuto.net/kohteet/viewtiful-joe-ps2/521573930', 'https://www.huuto.net/kohteet/viewtiful-joe-ps2/526067514', 'https://www.huuto.net/kohteet/viewtiful-joe-ps2-suomijulkaisu/525095973']",15.0,13,[19.  19.  15.  18.   6.9 14.   8.  15.   4.8 19.  10.  10.  19. ]
"[['groove', 'rider', 'slot', 'car', 'racing'], ['grooverider', 'slot', 'car', 'racing'], ['grooverider', 'slot', 'car', 'racing', 'huippu']]",206,"['groove', 'rider', 'slot', 'car', 'racing', 'grooverider', 'huippu']",4.333333333333333,"['https://www.huuto.net/kohteet/ps2-groove-rider---slot-car-racing/522626476', 'https://www.huuto.net/kohteet/grooverider---slot-car-racing-ps2/524605285', 'https://www.huuto.net/kohteet/grooverider---slot-car-racing-ps2-cib-huippu-kunto/523869480']",5.0,3,[5. 5. 3.]
"[['commandos', 'strike', 'force'], ['commandos', 'strike', 'force'], ['commandos', 'strike', 'force'], ['strike', 'force', 'bowling'], ['commandos', 'strike', 'force'], ['commandos', 'strike', 'force'], ['commandos', 'strike', 'force']]",207,"['commandos', 'strike', 'force', 'bowling']",5.714285714285714,"['https://www.huuto.net/kohteet/commandos---strike-force-ps2/520932561', 'https://www.huuto.net/kohteet/ps2-commandos-strike-force-uudenveroinen/521987192', 'https://www.huuto.net/kohteet/ps2-commandos-strike-force-uudenveroinen/521488601', 'https://www.huuto.net/kohteet/strike-force-bowling-ps2/524149108', 'https://www.huuto.net/kohteet/commandos---strike-force-ps2/524460183', 'https://www.huuto.net/kohteet/ps2-commandos-strike-force/521255514', 'https://www.huuto.net/kohteet/commandos-strike-force--ps2/526065304']",5.0,7,[ 9.   5.   5.   5.  10.   4.5  1.5]
"[['jak', 'x'], ['jak', 'x'], ['jak', 'x'], ['jak', 'x'], ['jak', 'x'], ['jak', 'x'], ['jak', 'x'], ['jak', 'x', 'bonus', 'levy'], ['jak', 'x'], ['jak', 'x'], ['jak', 'x'], ['jak', 'x'], ['jak', 'x'], ['jak', 'x'], ['jak', 'x']]",208,"['jak', 'x', 'bonus', 'levy']",11.06,"['https://www.huuto.net/kohteet/jak-x-ps2-suomijulkaisu/520905725', 'https://www.huuto.net/kohteet/jak-x-ps2-suomijulkaisu/524313947', 'https://www.huuto.net/kohteet/ps2--jak-x--sispostikulut-/523222698', 'https://www.huuto.net/kohteet/jak-x-ps2/524506813', 'https://www.huuto.net/kohteet/jak-x-ps2-suomijulkaisu/525052567', 'https://www.huuto.net/kohteet/jak-x-ps2-suomijulkaisu/525210281', 'https://www.huuto.net/kohteet/jak-x-ps2-suomijulkaisu/520158757', 'https://www.huuto.net/kohteet/jak-x---bonus-levy-ps2-suomijulkaisu/524795534', 'https://www.huuto.net/kohteet/ps2-uudenveroinen-jak-x/524210192', 'https://www.huuto.net/kohteet/jak-x-ps2/521754938', 'https://www.huuto.net/kohteet/jak-x-ps2/526036057', 'https://www.huuto.net/kohteet/jak-x-ps2/524093431', 'https://www.huuto.net/kohteet/jak-x-ps2/525330300', 'https://www.huuto.net/kohteet/jak-x-ps2/522294951', 'https://www.huuto.net/kohteet/jak-x-ps2/525579825']",10.0,15,"[10.  10.   9.  10.  11.  10.  10.  14.9 30.  10.   9.  10.  10.  10.
  2. ]"
"[['gta', 'vice', 'city'], ['gta', 'vice', 'city', 'ps', '2'], ['gta', 'vice', 'city'], ['gta', 'vice', 'city']]",209,"['gta', 'vice', 'city', 'ps', '2']",5.5,"['https://www.huuto.net/kohteet/gta-vice-city-suomijulkaisu-ps2/525908326', 'https://www.huuto.net/kohteet/gta---vice-city---ps-2--peli-/520917484', 'https://www.huuto.net/kohteet/gta-vice-city-ps2-cib/525765751', 'https://www.huuto.net/kohteet/gta-vice-city-ps2-cib/525964698']",5.0,4,[9. 3. 5. 5.]
"[['buzz', 'sporttivisa'], ['buzz', 'sporttivisa'], ['buzz', 'sporttivisa'], ['buzz', 'sporttivisa'], ['buzz', 'sporttivisa'], ['ps', '2', 'buzz', 'sporttivisa', 'pal'], ['buzz', 'sporttivisa'], ['buzz', 'sporttivisa']]",210,"['buzz', 'sporttivisa', 'ps', '2', 'pal']",7.375,"['https://www.huuto.net/kohteet/uusi-ps2-buzz-sporttivisa/522795114', 'https://www.huuto.net/kohteet/buzz---sporttivisa-ps2-puhumme-suomea/524266701', 'https://www.huuto.net/kohteet/ps2-buzz-sporttivisa-cib/525045290', 'https://www.huuto.net/kohteet/ps2-buzz-sporttivisa-cib/525633693', 'https://www.huuto.net/kohteet/buzz---sporttivisa-ps2-puhumme-suomea/524829412', 'https://www.huuto.net/kohteet/ps-2-buzz-sporttivisa-cib-pal-ei-hv/526073514', 'https://www.huuto.net/kohteet/ps2-buzz-sporttivisa/525793429', 'https://www.huuto.net/kohteet/buzz--sporttivisa--ps2-/524959618']",7.25,8,[12.  10.   6.5  8.  10.   4.   2.   6.5]
"[['star', 'wars', 'revenge', 'sith'], ['star', 'wars', 'episodi', '3', 'revenge', 'sith', 'platinum']]",211,"['star', 'wars', 'revenge', 'sith', 'episodi', '3', 'platinum']",7.75,"['https://www.huuto.net/kohteet/star-wars-revenge-of-the-sith/519861949', 'https://www.huuto.net/kohteet/star-wars-episodi-3-revenge-of-the-sith-ei-platinum/525396972']",7.75,2,[8.5 7. ]
"[['lemony', 'snickets', 'series', 'unfortunate', 'events'], ['lemony', 'snickets', 'series', 'unfortunate', 'events'], ['series', 'unfortunate', 'events']]",212,"['lemony', 'snickets', 'series', 'unfortunate', 'events']",5.0,"['https://www.huuto.net/kohteet/ps2-lemony-snickets---a-series-of-unfortunate-events-uudenv/522682994', 'https://www.huuto.net/kohteet/ps2-lemony-snickets-a-series-of-unfortunate-events-uuden/522626018', 'https://www.huuto.net/kohteet/ps2-sis-ohjeet-a-series-of-unfortunate-events/521799129']",5.0,3,[5. 5. 5.]
